"Notes"	"Residence State"	"Residence State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Illinois"	"17"	"2018"	"2018"	"Oct., 2018"	"2018/10"	9127	Not Applicable	Not Applicable
	"Illinois"	"17"	"2018"	"2018"	"Nov., 2018"	"2018/11"	9046	Not Applicable	Not Applicable
	"Illinois"	"17"	"2018"	"2018"	"Dec., 2018"	"2018/12"	9457	Not Applicable	Not Applicable
	"Illinois"	"17"	"2019"	"2019"	"Jan., 2019"	"2019/01"	9779	Not Applicable	Not Applicable
	"Illinois"	"17"	"2019"	"2019"	"Feb., 2019"	"2019/02"	9012	Not Applicable	Not Applicable
	"Illinois"	"17"	"2019"	"2019"	"Mar., 2019"	"2019/03"	9618	Not Applicable	Not Applicable
	"Illinois"	"17"	"2019"	"2019"	"Apr., 2019"	"2019/04"	8915	Not Applicable	Not Applicable
	"Illinois"	"17"	"2019"	"2019"	"May, 2019"	"2019/05"	9150	Not Applicable	Not Applicable
	"Illinois"	"17"	"2019"	"2019"	"Jun., 2019"	"2019/06"	8523	Not Applicable	Not Applicable
	"Illinois"	"17"	"2019"	"2019"	"Jul., 2019"	"2019/07"	8683	Not Applicable	Not Applicable
	"Illinois"	"17"	"2019"	"2019"	"Aug., 2019"	"2019/08"	8612	Not Applicable	Not Applicable
	"Illinois"	"17"	"2019"	"2019"	"Sep., 2019"	"2019/09"	8611	Not Applicable	Not Applicable
	"Illinois"	"17"	"2019"	"2019"	"Oct., 2019"	"2019/10"	9350	Not Applicable	Not Applicable
	"Illinois"	"17"	"2019"	"2019"	"Nov., 2019"	"2019/11"	9210	Not Applicable	Not Applicable
	"Illinois"	"17"	"2019"	"2019"	"Dec., 2019"	"2019/12"	9633	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Jan., 2020"	"2020/01"	10157	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Feb., 2020"	"2020/02"	9490	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Mar., 2020"	"2020/03"	10380	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Apr., 2020"	"2020/04"	12706	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"May, 2020"	"2020/05"	12505	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Jun., 2020"	"2020/06"	10046	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Jul., 2020"	"2020/07"	9628	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Aug., 2020"	"2020/08"	9841	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Sep., 2020"	"2020/09"	9527	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Oct., 2020"	"2020/10"	10596	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Nov., 2020"	"2020/11"	13283	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Dec., 2020"	"2020/12"	14504	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	12349	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	10095	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"Mar., 2021 (provisional)"	"2021/03"	9804	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"Apr., 2021 (provisional)"	"2021/04"	9752	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"May, 2021 (provisional)"	"2021/05"	9846	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"Jun., 2021 (provisional)"	"2021/06"	9185	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"Jul., 2021 (provisional)"	"2021/07"	9609	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	10184	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	10365	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	10577	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"Nov., 2021 (provisional)"	"2021/11"	10708	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"Dec., 2021 (provisional)"	"2021/12"	12574	Not Applicable	Not Applicable
	"Illinois"	"17"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	14920	Not Applicable	Not Applicable
	"Illinois"	"17"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	10456	Not Applicable	Not Applicable
	"Illinois"	"17"	"2022 (provisional and partial)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	9757	Not Applicable	Not Applicable
	"Illinois"	"17"	"2022 (provisional and partial)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	9140	Not Applicable	Not Applicable
	"Illinois"	"17"	"2022 (provisional and partial)"	"2022"	"May, 2022 (provisional)"	"2022/05"	9476	Not Applicable	Not Applicable
	"Illinois"	"17"	"2022 (provisional and partial)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	9145	Not Applicable	Not Applicable
	"Illinois"	"17"	"2022 (provisional and partial)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	9563	Not Applicable	Not Applicable
	"Illinois"	"17"	"2022 (provisional and partial)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	9436	Not Applicable	Not Applicable
	"Illinois"	"17"	"2022 (provisional and partial)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	6869	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"Jan., 2018"	"2018/01"	6767	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"Feb., 2018"	"2018/02"	5433	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"Mar., 2018"	"2018/03"	5743	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"Apr., 2018"	"2018/04"	5429	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"May, 2018"	"2018/05"	5335	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"Jun., 2018"	"2018/06"	4974	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"Jul., 2018"	"2018/07"	5155	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"Aug., 2018"	"2018/08"	5164	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"Sep., 2018"	"2018/09"	5111	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"Oct., 2018"	"2018/10"	5407	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"Nov., 2018"	"2018/11"	5321	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"Dec., 2018"	"2018/12"	5854	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"Jan., 2019"	"2019/01"	5866	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"Feb., 2019"	"2019/02"	5397	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"Mar., 2019"	"2019/03"	5883	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"Apr., 2019"	"2019/04"	5482	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"May, 2019"	"2019/05"	5561	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"Jun., 2019"	"2019/06"	5175	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"Jul., 2019"	"2019/07"	5182	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"Aug., 2019"	"2019/08"	5185	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"Sep., 2019"	"2019/09"	5187	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"Oct., 2019"	"2019/10"	5606	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"Nov., 2019"	"2019/11"	5531	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"Dec., 2019"	"2019/12"	5946	Not Applicable	Not Applicable
	"Indiana"	"18"	"2020"	"2020"	"Jan., 2020"	"2020/01"	6204	Not Applicable	Not Applicable
	"Indiana"	"18"	"2020"	"2020"	"Feb., 2020"	"2020/02"	5746	Not Applicable	Not Applicable
	"Indiana"	"18"	"2020"	"2020"	"Mar., 2020"	"2020/03"	6213	Not Applicable	Not Applicable
	"Indiana"	"18"	"2020"	"2020"	"Apr., 2020"	"2020/04"	6684	Not Applicable	Not Applicable
	"Indiana"	"18"	"2020"	"2020"	"May, 2020"	"2020/05"	6576	Not Applicable	Not Applicable
	"Indiana"	"18"	"2020"	"2020"	"Jun., 2020"	"2020/06"	5915	Not Applicable	Not Applicable
	"Indiana"	"18"	"2020"	"2020"	"Jul., 2020"	"2020/07"	5923	Not Applicable	Not Applicable
	"Indiana"	"18"	"2020"	"2020"	"Aug., 2020"	"2020/08"	5886	Not Applicable	Not Applicable
	"Indiana"	"18"	"2020"	"2020"	"Sep., 2020"	"2020/09"	5810	Not Applicable	Not Applicable
	"Indiana"	"18"	"2020"	"2020"	"Oct., 2020"	"2020/10"	6604	Not Applicable	Not Applicable
	"Indiana"	"18"	"2020"	"2020"	"Nov., 2020"	"2020/11"	7689	Not Applicable	Not Applicable
	"Indiana"	"18"	"2020"	"2020"	"Dec., 2020"	"2020/12"	8944	Not Applicable	Not Applicable
	"Indiana"	"18"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	8027	Not Applicable	Not Applicable
	"Indiana"	"18"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	5916	Not Applicable	Not Applicable
	"Indiana"	"18"	"2021 (provisional)"	"2021"	"Mar., 2021 (provisional)"	"2021/03"	5863	Not Applicable	Not Applicable
	"Indiana"	"18"	"2021 (provisional)"	"2021"	"Apr., 2021 (provisional)"	"2021/04"	5672	Not Applicable	Not Applicable
	"Indiana"	"18"	"2021 (provisional)"	"2021"	"May, 2021 (provisional)"	"2021/05"	5827	Not Applicable	Not Applicable
	"Indiana"	"18"	"2021 (provisional)"	"2021"	"Jun., 2021 (provisional)"	"2021/06"	5674	Not Applicable	Not Applicable
	"Indiana"	"18"	"2021 (provisional)"	"2021"	"Jul., 2021 (provisional)"	"2021/07"	5730	Not Applicable	Not Applicable
	"Indiana"	"18"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	6418	Not Applicable	Not Applicable
	"Indiana"	"18"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	7123	Not Applicable	Not Applicable
	"Indiana"	"18"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	7030	Not Applicable	Not Applicable
	"Indiana"	"18"	"2021 (provisional)"	"2021"	"Nov., 2021 (provisional)"	"2021/11"	6991	Not Applicable	Not Applicable
	"Indiana"	"18"	"2021 (provisional)"	"2021"	"Dec., 2021 (provisional)"	"2021/12"	8046	Not Applicable	Not Applicable
	"Indiana"	"18"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	8577	Not Applicable	Not Applicable
	"Indiana"	"18"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	6685	Not Applicable	Not Applicable
	"Indiana"	"18"	"2022 (provisional and partial)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	6100	Not Applicable	Not Applicable
	"Indiana"	"18"	"2022 (provisional and partial)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	5564	Not Applicable	Not Applicable
	"Indiana"	"18"	"2022 (provisional and partial)"	"2022"	"May, 2022 (provisional)"	"2022/05"	5639	Not Applicable	Not Applicable
	"Indiana"	"18"	"2022 (provisional and partial)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	5577	Not Applicable	Not Applicable
	"Indiana"	"18"	"2022 (provisional and partial)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	5889	Not Applicable	Not Applicable
	"Indiana"	"18"	"2022 (provisional and partial)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	5745	Not Applicable	Not Applicable
	"Indiana"	"18"	"2022 (provisional and partial)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	3748	Not Applicable	Not Applicable
	"Iowa"	"19"	"2018"	"2018"	"Jan., 2018"	"2018/01"	2906	Not Applicable	Not Applicable
	"Iowa"	"19"	"2018"	"2018"	"Feb., 2018"	"2018/02"	2608	Not Applicable	Not Applicable
	"Iowa"	"19"	"2018"	"2018"	"Mar., 2018"	"2018/03"	2674	Not Applicable	Not Applicable
	"Iowa"	"19"	"2018"	"2018"	"Apr., 2018"	"2018/04"	2566	Not Applicable	Not Applicable
	"Iowa"	"19"	"2018"	"2018"	"May, 2018"	"2018/05"	2414	Not Applicable	Not Applicable
	"Iowa"	"19"	"2018"	"2018"	"Jun., 2018"	"2018/06"	2385	Not Applicable	Not Applicable
	"Iowa"	"19"	"2018"	"2018"	"Jul., 2018"	"2018/07"	2326	Not Applicable	Not Applicable
	"Iowa"	"19"	"2018"	"2018"	"Aug., 2018"	"2018/08"	2372	Not Applicable	Not Applicable
	"Iowa"	"19"	"2018"	"2018"	"Sep., 2018"	"2018/09"	2317	Not Applicable	Not Applicable
	"Iowa"	"19"	"2018"	"2018"	"Oct., 2018"	"2018/10"	2642	Not Applicable	Not Applicable
	"Iowa"	"19"	"2018"	"2018"	"Nov., 2018"	"2018/11"	2501	Not Applicable	Not Applicable
	"Iowa"	"19"	"2018"	"2018"	"Dec., 2018"	"2018/12"	2656	Not Applicable	Not Applicable
	"Iowa"	"19"	"2019"	"2019"	"Jan., 2019"	"2019/01"	2739	Not Applicable	Not Applicable
	"Iowa"	"19"	"2019"	"2019"	"Feb., 2019"	"2019/02"	2505	Not Applicable	Not Applicable
	"Iowa"	"19"	"2019"	"2019"	"Mar., 2019"	"2019/03"	2750	Not Applicable	Not Applicable
	"Iowa"	"19"	"2019"	"2019"	"Apr., 2019"	"2019/04"	2507	Not Applicable	Not Applicable
	"Iowa"	"19"	"2019"	"2019"	"May, 2019"	"2019/05"	2463	Not Applicable	Not Applicable
	"Iowa"	"19"	"2019"	"2019"	"Jun., 2019"	"2019/06"	2416	Not Applicable	Not Applicable
	"Iowa"	"19"	"2019"	"2019"	"Jul., 2019"	"2019/07"	2528	Not Applicable	Not Applicable
	"Iowa"	"19"	"2019"	"2019"	"Aug., 2019"	"2019/08"	2437	Not Applicable	Not Applicable
	"Iowa"	"19"	"2019"	"2019"	"Sep., 2019"	"2019/09"	2408	Not Applicable	Not Applicable
	"Iowa"	"19"	"2019"	"2019"	"Oct., 2019"	"2019/10"	2692	Not Applicable	Not Applicable
	"Iowa"	"19"	"2019"	"2019"	"Nov., 2019"	"2019/11"	2603	Not Applicable	Not Applicable
	"Iowa"	"19"	"2019"	"2019"	"Dec., 2019"	"2019/12"	2819	Not Applicable	Not Applicable
	"Iowa"	"19"	"2020"	"2020"	"Jan., 2020"	"2020/01"	2846	Not Applicable	Not Applicable
	"Iowa"	"19"	"2020"	"2020"	"Feb., 2020"	"2020/02"	2683	Not Applicable	Not Applicable
	"Iowa"	"19"	"2020"	"2020"	"Mar., 2020"	"2020/03"	2746	Not Applicable	Not Applicable
	"Iowa"	"19"	"2020"	"2020"	"Apr., 2020"	"2020/04"	2682	Not Applicable	Not Applicable
	"Iowa"	"19"	"2020"	"2020"	"May, 2020"	"2020/05"	2891	Not Applicable	Not Applicable
	"Iowa"	"19"	"2020"	"2020"	"Jun., 2020"	"2020/06"	2522	Not Applicable	Not Applicable
	"Iowa"	"19"	"2020"	"2020"	"Jul., 2020"	"2020/07"	2719	Not Applicable	Not Applicable
	"Iowa"	"19"	"2020"	"2020"	"Aug., 2020"	"2020/08"	2896	Not Applicable	Not Applicable
	"Iowa"	"19"	"2020"	"2020"	"Sep., 2020"	"2020/09"	2781	Not Applicable	Not Applicable
	"Iowa"	"19"	"2020"	"2020"	"Oct., 2020"	"2020/10"	3254	Not Applicable	Not Applicable
	"Iowa"	"19"	"2020"	"2020"	"Nov., 2020"	"2020/11"	4043	Not Applicable	Not Applicable
	"Iowa"	"19"	"2020"	"2020"	"Dec., 2020"	"2020/12"	3918	Not Applicable	Not Applicable
	"Iowa"	"19"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	3324	Not Applicable	Not Applicable
	"Iowa"	"19"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	2537	Not Applicable	Not Applicable
	"Iowa"	"19"	"2021 (provisional)"	"2021"	"Mar., 2021 (provisional)"	"2021/03"	2491	Not Applicable	Not Applicable
	"Iowa"	"19"	"2021 (provisional)"	"2021"	"Apr., 2021 (provisional)"	"2021/04"	2614	Not Applicable	Not Applicable
	"Iowa"	"19"	"2021 (provisional)"	"2021"	"May, 2021 (provisional)"	"2021/05"	2526	Not Applicable	Not Applicable
	"Iowa"	"19"	"2021 (provisional)"	"2021"	"Jun., 2021 (provisional)"	"2021/06"	2430	Not Applicable	Not Applicable
	"Iowa"	"19"	"2021 (provisional)"	"2021"	"Jul., 2021 (provisional)"	"2021/07"	2515	Not Applicable	Not Applicable
	"Iowa"	"19"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	2760	Not Applicable	Not Applicable
	"Iowa"	"19"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	3036	Not Applicable	Not Applicable
	"Iowa"	"19"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	3207	Not Applicable	Not Applicable
	"Iowa"	"19"	"2021 (provisional)"	"2021"	"Nov., 2021 (provisional)"	"2021/11"	3176	Not Applicable	Not Applicable
	"Iowa"	"19"	"2021 (provisional)"	"2021"	"Dec., 2021 (provisional)"	"2021/12"	3599	Not Applicable	Not Applicable
	"Iowa"	"19"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	3663	Not Applicable	Not Applicable
	"Iowa"	"19"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	2953	Not Applicable	Not Applicable
	"Iowa"	"19"	"2022 (provisional and partial)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	2800	Not Applicable	Not Applicable
	"Iowa"	"19"	"2022 (provisional and partial)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	2568	Not Applicable	Not Applicable
	"Iowa"	"19"	"2022 (provisional and partial)"	"2022"	"May, 2022 (provisional)"	"2022/05"	2641	Not Applicable	Not Applicable
	"Iowa"	"19"	"2022 (provisional and partial)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	2670	Not Applicable	Not Applicable
	"Iowa"	"19"	"2022 (provisional and partial)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	2597	Not Applicable	Not Applicable
	"Iowa"	"19"	"2022 (provisional and partial)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	2588	Not Applicable	Not Applicable
	"Iowa"	"19"	"2022 (provisional and partial)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	1766	Not Applicable	Not Applicable
	"Kansas"	"20"	"2018"	"2018"	"Jan., 2018"	"2018/01"	2760	Not Applicable	Not Applicable
	"Kansas"	"20"	"2018"	"2018"	"Feb., 2018"	"2018/02"	2396	Not Applicable	Not Applicable
	"Kansas"	"20"	"2018"	"2018"	"Mar., 2018"	"2018/03"	2493	Not Applicable	Not Applicable
	"Kansas"	"20"	"2018"	"2018"	"Apr., 2018"	"2018/04"	2251	Not Applicable	Not Applicable
	"Kansas"	"20"	"2018"	"2018"	"May, 2018"	"2018/05"	2158	Not Applicable	Not Applicable
	"Kansas"	"20"	"2018"	"2018"	"Jun., 2018"	"2018/06"	2173	Not Applicable	Not Applicable
	"Kansas"	"20"	"2018"	"2018"	"Jul., 2018"	"2018/07"	2117	Not Applicable	Not Applicable
	"Kansas"	"20"	"2018"	"2018"	"Aug., 2018"	"2018/08"	2129	Not Applicable	Not Applicable
	"Kansas"	"20"	"2018"	"2018"	"Sep., 2018"	"2018/09"	2150	Not Applicable	Not Applicable
	"Kansas"	"20"	"2018"	"2018"	"Oct., 2018"	"2018/10"	2190	Not Applicable	Not Applicable
	"Kansas"	"20"	"2018"	"2018"	"Nov., 2018"	"2018/11"	2252	Not Applicable	Not Applicable
	"Kansas"	"20"	"2018"	"2018"	"Dec., 2018"	"2018/12"	2468	Not Applicable	Not Applicable
	"Kansas"	"20"	"2019"	"2019"	"Jan., 2019"	"2019/01"	2495	Not Applicable	Not Applicable
	"Kansas"	"20"	"2019"	"2019"	"Feb., 2019"	"2019/02"	2271	Not Applicable	Not Applicable
	"Kansas"	"20"	"2019"	"2019"	"Mar., 2019"	"2019/03"	2531	Not Applicable	Not Applicable
	"Kansas"	"20"	"2019"	"2019"	"Apr., 2019"	"2019/04"	2206	Not Applicable	Not Applicable
	"Kansas"	"20"	"2019"	"2019"	"May, 2019"	"2019/05"	2288	Not Applicable	Not Applicable
	"Kansas"	"20"	"2019"	"2019"	"Jun., 2019"	"2019/06"	2204	Not Applicable	Not Applicable
	"Kansas"	"20"	"2019"	"2019"	"Jul., 2019"	"2019/07"	2247	Not Applicable	Not Applicable
	"Kansas"	"20"	"2019"	"2019"	"Aug., 2019"	"2019/08"	2132	Not Applicable	Not Applicable
	"Kansas"	"20"	"2019"	"2019"	"Sep., 2019"	"2019/09"	2229	Not Applicable	Not Applicable
	"Kansas"	"20"	"2019"	"2019"	"Oct., 2019"	"2019/10"	2290	Not Applicable	Not Applicable
	"Kansas"	"20"	"2019"	"2019"	"Nov., 2019"	"2019/11"	2288	Not Applicable	Not Applicable
	"Kansas"	"20"	"2019"	"2019"	"Dec., 2019"	"2019/12"	2501	Not Applicable	Not Applicable
	"Kansas"	"20"	"2020"	"2020"	"Jan., 2020"	"2020/01"	2626	Not Applicable	Not Applicable
	"Kansas"	"20"	"2020"	"2020"	"Feb., 2020"	"2020/02"	2338	Not Applicable	Not Applicable
	"Kansas"	"20"	"2020"	"2020"	"Mar., 2020"	"2020/03"	2448	Not Applicable	Not Applicable
	"Kansas"	"20"	"2020"	"2020"	"Apr., 2020"	"2020/04"	2360	Not Applicable	Not Applicable
	"Kansas"	"20"	"2020"	"2020"	"May, 2020"	"2020/05"	2368	Not Applicable	Not Applicable
	"Kansas"	"20"	"2020"	"2020"	"Jun., 2020"	"2020/06"	2262	Not Applicable	Not Applicable
	"Kansas"	"20"	"2020"	"2020"	"Jul., 2020"	"2020/07"	2440	Not Applicable	Not Applicable
	"Kansas"	"20"	"2020"	"2020"	"Aug., 2020"	"2020/08"	2520	Not Applicable	Not Applicable
	"Kansas"	"20"	"2020"	"2020"	"Sep., 2020"	"2020/09"	2546	Not Applicable	Not Applicable
	"Kansas"	"20"	"2020"	"2020"	"Oct., 2020"	"2020/10"	2863	Not Applicable	Not Applicable
	"Kansas"	"20"	"2020"	"2020"	"Nov., 2020"	"2020/11"	3300	Not Applicable	Not Applicable
	"Kansas"	"20"	"2020"	"2020"	"Dec., 2020"	"2020/12"	3989	Not Applicable	Not Applicable
	"Kansas"	"20"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	3323	Not Applicable	Not Applicable
	"Kansas"	"20"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	2481	Not Applicable	Not Applicable
	"Kansas"	"20"	"2021 (provisional)"	"2021"	"Mar., 2021 (provisional)"	"2021/03"	2433	Not Applicable	Not Applicable
	"Kansas"	"20"	"2021 (provisional)"	"2021"	"Apr., 2021 (provisional)"	"2021/04"	2260	Not Applicable	Not Applicable
	"Kansas"	"20"	"2021 (provisional)"	"2021"	"May, 2021 (provisional)"	"2021/05"	2347	Not Applicable	Not Applicable
	"Kansas"	"20"	"2021 (provisional)"	"2021"	"Jun., 2021 (provisional)"	"2021/06"	2294	Not Applicable	Not Applicable
	"Kansas"	"20"	"2021 (provisional)"	"2021"	"Jul., 2021 (provisional)"	"2021/07"	2439	Not Applicable	Not Applicable
	"Kansas"	"20"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	2758	Not Applicable	Not Applicable
	"Kansas"	"20"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	2873	Not Applicable	Not Applicable
	"Kansas"	"20"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	2788	Not Applicable	Not Applicable
	"Kansas"	"20"	"2021 (provisional)"	"2021"	"Nov., 2021 (provisional)"	"2021/11"	2768	Not Applicable	Not Applicable
	"Kansas"	"20"	"2021 (provisional)"	"2021"	"Dec., 2021 (provisional)"	"2021/12"	3265	Not Applicable	Not Applicable
	"Kansas"	"20"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	3813	Not Applicable	Not Applicable
	"Kansas"	"20"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	2829	Not Applicable	Not Applicable
	"Kansas"	"20"	"2022 (provisional and partial)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	2670	Not Applicable	Not Applicable
	"Kansas"	"20"	"2022 (provisional and partial)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	2282	Not Applicable	Not Applicable
	"Kansas"	"20"	"2022 (provisional and partial)"	"2022"	"May, 2022 (provisional)"	"2022/05"	2406	Not Applicable	Not Applicable
	"Kansas"	"20"	"2022 (provisional and partial)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	2275	Not Applicable	Not Applicable
	"Kansas"	"20"	"2022 (provisional and partial)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	2395	Not Applicable	Not Applicable
	"Kansas"	"20"	"2022 (provisional and partial)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	2449	Not Applicable	Not Applicable
	"Kansas"	"20"	"2022 (provisional and partial)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	1757	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2018"	"2018"	"Jan., 2018"	"2018/01"	4912	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2018"	"2018"	"Feb., 2018"	"2018/02"	3973	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2018"	"2018"	"Mar., 2018"	"2018/03"	4279	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2018"	"2018"	"Apr., 2018"	"2018/04"	4007	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2018"	"2018"	"May, 2018"	"2018/05"	3904	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2018"	"2018"	"Jun., 2018"	"2018/06"	3710	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2018"	"2018"	"Jul., 2018"	"2018/07"	3870	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2018"	"2018"	"Aug., 2018"	"2018/08"	3888	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2018"	"2018"	"Sep., 2018"	"2018/09"	3769	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2018"	"2018"	"Oct., 2018"	"2018/10"	4096	Not Applicable	Not Applicable
